Green Lantern Corps,-2020
Plan 9 from Outer Space,-1959
Big Ass Spider!,-2013
Repo Man,-1984
Girl Vs. Monster,-2012
It's Such a Beautiful Day,-2012
The One,-2001
Attack of the Jurassic Shark,-2012
Starman,-1984
The Butterfly Effect 2,-2006
Escape from Planet Earth,-2013
Bad Taste,-1987
Dr. Jekyll and Mr. Hyde,-1931
The Fly,-1958
Alien Uprising,-2012
Ferocious Planet,-2011
The Blob,-1958
The Final Countdown,-1980
Dylan Dog: Dead of Night,-2010
Zenon: Girl of the 21st Century,-19999
Garm Wars: The Last Druid,-2014
Swamp Thing,-1982
Escape to Witch Mountain,-1975
Time After Time,-1979
Phantoms,-1998
Bait,-2012
Ben 10: Alien Swarm,-2009
Rollerball,-1975
Bounty Killer,-2013
Mars Needs Moms,-2011
SpaceCamp,-1986
2046,-2004
Village of the Damned,-1960
Phenomenon,-1996
Timecrimes,-2007
The Arrival,-1996
Aliens in the Attic,-2009
The Nines,-2007
Lake Placid vs. Anaconda,-2015
Stealth,-2005
Kaboom,-2010
Star Trek V: The Final Frontier,-1989
Earth Girls Are Easy,-1988
Jimmy Neutron: Boy Genius,-2001
A Boy and His Dog,-1975
The Bay,-2012
Splinter,-2008
The Transformers: The Movie,-1986
The Animatrix,-2003
Starship: Rising,-2014
Cyborg,-1989
TiMER,-2009
Cabin Fever: Patient Zero,-2014
Hobgoblins,-1988
AfterDeath,-2015
*batteries not included,-1987
Firefox,-1982
I'll Follow You Down,-2013
The Blob,-1988
Phantasm II,-1988
Frankenhooker,-1990
Black Sheep,-2006
Critters 3,-1991
Species II,-1998
Abbott and Costello Meet Frankenstein,-1948
My Stepmother Is an Alien,-1988
G-Force,-2009
The Omega Man,-1971
Suburban Commando,-1991
Fire in the Sky,-1993
Omega Doom,-1996
Fortress,-1992
Ava's Possessions,-2015
Metal Gear Solid,-2016
Double Dragon,-1994
Significance,-2016
Replicant,-2001
Legend,-2016
Grendel,-2007
Communion,-1989
Galaxy of Terror,-1981
Cypher,-2002
"I, Robot 2",-2016
Seconds,-1966
Flying Monkeys,-2013
Class of 1999,-1989
Passage to Mars,-2016
CQ,-2001
Cyborg,-2020
C.H.U.D.,-1984
Guyver,-1991
Ben 10: Race Against Time,-2007
Untitled Tron: Legacy Sequel,-2016
The Visitor,-1979
Tasmanian Devils,-2013
Brave New World,-1998
Real Steel 2,-2016
Primeval,-2007
Ghost in the Shell,-2015
Spaced Invaders,-1990
Heavy Metal 2000,-2000
Battlestar Galactica,-1978
Flesh Gordon,-1974
Independence Day 3,-2016
The Objective,-2008
Freaked,-1993
Renaissance,-2006
Quantum Quest: A Cassini Space Odyssey,-2010
Critters 2,-1988
Beowulf,-1999
The Girl Who Leapt Through Time,-2006
CJ7,-2008
Bride of Re-Animator,-1989
Dreamscape,-1984
Parasyte: Part 1,-2014
Body Snatchers,-1993
Sapphire Blue,-2014
The Day of the Triffids,-1963
Escape from the Planet of the Apes,-1971
Nowhere,-1997
The King of Fighters,-2010
Bang Bang Baby,-2014
Deathlok,-2016
My Science Project,-1985
Body Bags,-1993
The Little Prince,-1974
Ghost Shark,-2013
The Fantastic Four,-1994
Ghost in the Shell Arise: Border 1 - Ghost Pain,-2013
Battle Beyond the Stars,-1980
Poseidon Rex,-2013
Piranha Part Two: The Spawning,-1981
Brainscan,-1994
Ghost in the Shell 2.0,-2008
Independence Daysaster,-2013
Dr. Who and the Daleks,-1965
Robot Jox,-1989
Scintilla,-2014
Yukikaze,-2016
Three Inches,-2011
Antisocial,-2013
It Came from Outer Space,-1953
Colossus: The Forbin Project,-1970
Godsend,-2004
Robopocalypse,-2016
Unearthed,-2007
Undead,-2003
State of Emergency,-2011
Captain America,-1990
Mutant World,-2014
40 Days and Nights,-2012
Dark Angel,-1990
Sand Sharks,-2011
Memoirs of an Invisible Man,-1992
Age of Dinosaurs,-2013
Turks in Space,-2006
Virtuality,-2009
Chopping Mall,-1986
Starcrash,-1978
Shin Gojira,-2016
Patema Inverted,-2013
Good Boy!,-2003
Alligator,-1980
The Stand,-2016
Muppets from Space,-1999
The Meteor Man,-1993
Humanoids from the Deep,-1980
Immortal (Ad Vitam),-2004
The Man with Two Brains,-1983
Tokyo Gore Police,-2008
Altered,-2006
X: The Man with the X-Ray Eyes,-1963
City in the Sea,-1965
T-Force,-1994
Mysterious Island,-1961
Hirokin: The Last Samurai,-2012
Tale of the Mummy,-1998
Appleseed,-2004
Battle for Terra,-2007
Willard,-1971
Robodog,-2016
Sharktopus vs. Whalewolf,-2015
Space Chimps,-2008
Uncanny,-2015
Star Trek: Captain Pike,-2016
The Giant King,-2012
Lake Placid 2,-2007
Code 46,-2003
Thoughtcrimes,-2003
Darkchylde,-2016
Rz-9,-2015
Sharktopus vs. Pteracuda,-2014
My Future Boyfriend,-2011
G.O.R.A.,-2004
Max Headroom,-1985
Five Million Years to Earth,-1967
Action Replayy,-2010
Pixel Perfect,-2004
Chaos Walking,-2016
Anaconda: The Offspring,-2008
Strange Invaders,-1983
DeepStar Six,-1989
Alien Armageddon,-2011
The Dinosaur Project,-2012
Battle Royale II,-2003
Until the End of the World,-1991
Devil's Gate,-2015
The Incredible Shrinking Man,-1957
The Incredible Hulk Returns,-1988
Ticks,-1993
Another World,-2015
Alpha Squad Seven,-2016
Kafka,-1991
Son of Frankenstein,-1939
Sharknado 4,-2016
The Door,-2009
The Illustrated Man,-1969
Max Steel,-2016
The History of Future Folk,-2012
Drive,-1997
Rupture,-2016
Dragon Ball Z: Fusion Reborn,-1995
Beyond Re-Animator,-2003
Fatherland,-1994
Star Kid,-1997
The Forever War,-2016
Battle for the Planet of the Apes,-1973
Spacehunter: Adventures in the Forbidden Zone,-1983
Serena the Sexplorer,-2013
Horror Express,-1972
SFv1,-2016
Metropia,-2009
True Bloodthirst,-2012
Chronicles of the Mayan Tunnel,-2016
Electric Dreams,-1984
The Silent Earth,-2012
Ballistic: Ecks vs. Sever,-2002
Aurora,-2015
Hangar 10,-2014
500 MPH Storm,-2013
Flash Gordon,-1936
Firequake,-2014
Island of Lost Souls,-1932
Shank,-2010
The Sea Beast,-2008
Tarantula,-1955
Phase IV,-1974
Hellevator,-2004
Steel,-1997
Revenge of the Creature,-1955
Highlander: The Final Dimension,-1994
Masters of the Universe,-2016
Steamboy,-2004
Thunderpants,-2002
Highlander: The Source,-2007
Radio Free Albemuth,-2010
Testament,-1983
Second Origin,-2015
Xtro,-1982
Dr. Jekyll and Mr. Hyde,-2008
Looker,-1981
Megaforce,-1982
The Cabbage Soup,-1981
Space Milkshake,-2012
Watchers,-1988
Doomsday,-2015
Exploding Sun,-2013
Swamp Shark,-2011
Frogs,-1972
Android Cop,-2014
Android,-1982
Mauvais sang,-1986
Rotor DR1,-2015
Demon Seed,-1977
The Thing with Two Heads,-1972
Battledogs,-2013
When Worlds Collide,-1951
Millennium,-1989
The Hollow One,-2015
Robosapien: Rebooted,-2013
Harvest Moon,-2013
1984,-1956
The Device,-2014
What Planet Are You From?,-2000
Shark Babes,-2014
The Absent-Minded Professor,-1961
Bride of the Monster,-1955
Retroactive,-1997
Evangelion: 3.0 You Can (Not) Redo,-2012
Frankenstein Meets the Wolf Man,-1943
Dark Space,-2013
Riki-Oh: The Story of Ricky,-1991
Leonard Part 6,-1987
Battle of the Damned,-2013
Mysterious Island,-2012
Class of Nuke 'Em High,-1986
Evangelion: 1.0: You Are (Not) Alone,-2007
The Food of the Gods,-1976
Dragon Ball Z: Broly - The Legendary Super Saiyan,-1993
The Adventures of RoboRex,-2014
Zenon: The Zequel,-2001
Hell Comes to Frogtown,-1988
Anacondas: Trail of Blood,-2009
4:44 Last Day on Earth,-2011
The Cat from Outer Space,-1978
Invaders from Mars,-1953
Eden Log,-2007
Aqua Teen Hunger Force Colon Movie Film for Theaters,-2007
Fist of the North Star,-1995
The Puppet Masters,-1994
Gor,-1987
Mom and Dad Save the World,-1992
Trancers,-1984
Empire of the Ants,-1977
Almost Human,-2013
Asylum,-2008
Collision Earth,-2011
The Nest,-1988
Frankenstein,-2004
Slipstream,-1989
Revolt,-2015
Time Runner,-1993
Planet 51,-2009
Arachnoquake,-2012
Frequently Asked Questions About Time Travel,-2009
Return of the Ghostbusters,-2007
Containment,-2015
Double Team,-1997
Multiplicity,-1996
Cube²: Hypercube,-2002
The Rage: Carrie 2,-1999
Men in Black 4,-2017
Hard to Be a God,-2013
Rollerball,-2002
Replicas,-2016
The Returned,-2013
Mac and Me,-1988
The Last Man on Earth,-1964
My Super Ex-Girlfriend,-2006
How to Talk to Girls at Parties,-2016
Virus,-1999
Teenage Mutant Ninja Turtles III,-1993
"Time, the Fourth Dimension",-2017
Appleseed Alpha,-2014
Pokémon: The First Movie - Mewtwo Strikes Back,-1998
The I Inside,-2004
Final Fantasy VII: Advent Children,-2005
Atlas Shrugged: Part I,-2011
Agent Cody Banks 2: Destination London,-2004
Robot & Frank,-2012
Honey I Blew Up the Kid,-1992
The Boys from Brazil,-1978
Alien Abduction,-2014
Sound of My Voice,-2011
Paprika,-2006
Virtuosity,-1995
Meet Dave,-2008
Extracted,-2012
Godzilla,-1954
Universal Soldier: The Return,-1999
Gentlemen Broncos,-2009
Leviathan,-1989
Avatar 3,-2018
Batman: Mask of the Phantasm,-1993
Dark Star,-1974
The Six Billion Dollar Man,-2016
Ra.One,-2011
Turbo: A Power Rangers Movie,-1997
Runaway,-1984
Beyond the Black Rainbow,-2010
Highlander,-2016
Solarbabies,-1986
The Selection,-2013
The Mortal Instruments Origins: Clockwork Angel,-2016
Survivor,-2014
Alita: Battle Angel,-2016
Iceman,-2014
Piranha,-1978
Cabin Fever 2: Spring Fever,-2009
Barb Wire,-1996
The Titan,-2016
Lavalantula,-2015
Silent Running,-1972
The Stuff,-1985
400 Days,-2015
Underdog,-2007
Wizards,-1977
Untitled Cloverfield Sequel,-2018
RocketMan,-1997
The Day,-2011
Cube Zero,-2004
Fantastic Voyage,-1966
Repeaters,-2010
Marvel's Most Wanted,-2016
Who Am I?,-1998
Death Race 2000,-1975
Flowers for Algernon,-2000
Franklyn,-2008
Annihilation,-2016
How to Build a Better Boy,-2014
Outland,-1981
Caveman,-1981
Parts Per Billion,-2014
Disturbing Behavior,-1998
Morgan,-2016
Futureworld,-1976
The Nutty Professor,-1963
The Handmaid's Tale,-1990
The Toxic Avenger,-1984
Avatar 4,-2019
Regular Show: The Movie,-2015
Hardware,-1990
Ghost in the Shell 2: Innocence,-2004
The Blob,-2016
What Happened to Monday?,-2016
Antiviral,-2012
Smart House,-1999
Project X,-1987
Atlas Shrugged: Who Is John Galt?,-2014
The Butterfly Effect 3: Revelations,-2009
The After,-2014
Wing Commander,-1999
A Sound of Thunder,-2005
Screamers,-1995
