EuroTrip,-2004
John Tucker Must Die,-2006
Idiocracy,-2006
In Bruges,-2008
Ride Along 2,-2016
Sleepless in Seattle,-1993
Matchstick Men,-2003
Around the World in Eighty Days,-1956
Seed of Chucky,-2004
Just Go with It,-2011
Monty Python and the Holy Grail,-1975
American Reunion,-2012
Ice Age: Continental Drift,-2012
The Mighty Ducks,-1992
Young Frankenstein,-1974
The Heat,-2013
Jennifer's Body,-2009
Housebound,-2014
Spy Kids,-2001
The Longest Yard,-2005
Pitch Perfect 3,-2017
The Parent Trap,-1998
Mannequin,-1987
The A-Team,-2010
Movie 43,-2013
Ashby,-2015
Singin' in the Rain,-1952
While We're Young,-2014
Lumberjack Man,-2015
Happy Feet,-2006
The Producers,-1967
Creepshow,-1982
Mamma Mia!,-2008
Role Models,-2008
The Hundred-Foot Journey,-2014
Police Academy,-1984
What If,-2013
Zack and Miri Make a Porno,-2008
High Fidelity,-2000
Pineapple Express,-2008
Just Friends,-2005
Maps to the Stars,-2014
Knocked Up,-2007
Tammy,-2014
School of Rock,-2003
Beverly Hills Cop,-1984
"Men, Women & Children",-2014
Dad's Army,-2016
Big Daddy,-1999
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,-1964
The Other Guys,-2010
R.L. Stine's Monsterville: The Cabinet of Souls,-2015
Mars Attacks!,-1996
The Hitchhiker's Guide to the Galaxy,-2005
Stuck in Love,-2012
Drinking Buddies,-2013
Beetlejuice 2,-2003
Shallow Hal,-2001
Talladega Nights: The Ballad of Ricky Bobby,-2006
Dumb & Dumber,-1994
Wedding Crashers,-2005
Enchanted,-2007
Walk of Shame,-2014
Jerry Maguire,-1996
The Royal Tenenbaums,-2001
Serendipity,-2001
Dodgeball: A True Underdog Story,-2004
Vampire Academy,-2014
Laggies,-2014
Scary Movie 2,-2001
Don't Tell Mom the Babysitter's Dead,-1991
Grandma,-2015
This Means War,-2012
Pain & Gain,-2013
Sex and the City,-2008
Horrible Bosses,-2011
The Blues Brothers,-1980
Rock of Ages,-2012
The Little Rascals,-1994
Kung Fu Panda,-2008
About a Boy,-2002
Secretary,-2002
What a Girl Wants,-2003
Project X,-2012
Monsters University,-2013
Austin Powers: International Man of Mystery,-1997
A Good Year,-2006
Twitches,-2005
Anchorman: The Legend of Ron Burgundy,-2004
The Dictator,-2012
He's Just Not That Into You,-2009
Cabin Fever,-2002
National Lampoon's Christmas Vacation,-1989
The Second Best Exotic Marigold Hotel,-2015
Click,-2006
Results,-2015
The Hangover Part II,-2011
Big Stone Gap,-2014
Legally Blonde,-2001
How to Lose a Guy in 10 Days,-2003
Wild Tales,-2014
The Heartbreak Kid,-2007
The Princess Diaries,-2001
This Is 40,-2012
Grudge Match,-2013
The Family Stone,-2005
Paddington,-2014
Night at the Museum,-2006
D2: The Mighty Ducks,-1994
Seven Psychopaths,-2012
Kingpin,-1996
Fast Times at Ridgemont High,-1982
Hot Tub Time Machine 2,-2015
Trading Places,-1983
Thinner,-1996
Pride,-2014
Frank,-2014
Magic in the Moonlight,-2014
Wayne's World,-1992
RED,-2010
Sex and the City 2,-2010
Blue Mountain State: The Rise of Thadland,-2016
Groundhog Day,-1993
Mirror Mirror,-2012
Lilo & Stitch,-2002
The SpongeBob Movie: Sponge Out of Water,-2015
Sky High,-2005
Yoga Hosers,-2016
"10,000 Saints",-2015
Clue,-1985
War Machine,-2016
Bad Boys,-1995
Slither,-2006
Tommy Boy,-1995
Suburban Gothic,-2014
Animal House,-1978
Bad Boys II,-2003
50/50,-2011
Bad Teacher,-2011
Hackers,-1995
Holes,-2003
Happy Gilmore,-1996
The Holiday,-2006
"Angus, Thongs and Perfect Snogging",-2008
Bill & Ted's Excellent Adventure,-1989
Practical Magic,-1998
Trash,-2014
Blades of Glory,-2007
Hector and the Search for Happiness,-2014
Men in Black 3,-2012
Stung,-2015
Old School,-2003
Heathers,-1988
The Five-Year Engagement,-2012
The Sting,-1973
Elf,-2003
Hall Pass,-2011
Can't Hardly Wait,-1998
The House Bunny,-2008
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",-2014
The Mask,-1994
Ricki and the Flash,-2015
"It's the Great Pumpkin, Charlie Brown",-1966
Evil Dead II,-1987
Notting Hill,-1999
Empire Records,-1995
ParaNorman,-2012
Rudderless,-2014
The Road Within,-2014
Uncle Buck,-1989
Fool's Gold,-2008
Monster Hunt,-2015
Annie,-1982
You Don't Mess with the Zohan,-2008
Anchorman 2: The Legend Continues,-2013
Monster House,-2006
Journey 2: The Mysterious Island,-2012
Ever After: A Cinderella Story,-1998
The Life Aquatic with Steve Zissou,-2004
Fantastic Mr. Fox,-2009
Odd Thomas,-2013
Forgetting Sarah Marshall,-2008
That's My Boy,-2012
Chloe and Theo,-2015
Seventeen Again,-2000
Sleepover,-2004
The Emperor's New Groove,-2000
Bride of Chucky,-1998
Playing It Cool,-2014
Fright Night,-1985
Leap Year,-2010
Fright Night,-2011
American Pie 2,-2001
That Thing You Do!,-1996
The Kings of Summer,-2013
Hot Tub Time Machine,-2010
Look Who's Back,-2015
Sex Ed,-2014
Teeth,-2007
Men in Black II,-2002
Parenthood,-1989
The Hungover Games,-2014
Chicago,-2002
Little Monsters,-1989
Spy Kids: All the Time in the World in 4D,-2011
The Ugly Truth,-2009
13 Going on 30,-2004
Paul Blart: Mall Cop 2,-2015
Ice Age,-2002
Toy Story 2,-1999
Dogma,-1999
Little Giants,-1994
Ace Ventura: Pet Detective,-1994
2 Guns,-2013
Team America: World Police,-2004
Annie Hall,-1977
As Good as It Gets,-1997
Can't Buy Me Love,-1987
Last Vegas,-2013
Super Troopers,-2001
Sweet Home Alabama,-2002
Big Trouble in Little China,-1986
Adventures in Babysitting,-1987
Super,-2010
Garden State,-2004
When Harry Met Sally...,-1989
An American Werewolf in London,-1981
Barbarella,-1968
I'll See You in My Dreams,-2015
"Honey, I Shrunk the Kids",-1989
Meet the Fockers,-2004
Meet the Parents,-2000
We Bought a Zoo,-2011
Couples Retreat,-2009
Madagascar,-2005
Filth,-2013
Sex Drive,-2008
The Waterboy,-1998
Top Five,-2014
Wanderlust,-2012
Scary Movie 3,-2003
Howard the Duck,-1986
101 Dalmatians,-1996
Jenny's Wedding,-2015
The Great Outdoors,-1988
Wild Child,-2008
Bruce Almighty,-2003
The Boxtrolls,-2014
Four Weddings and a Funeral,-1994
Being John Malkovich,-1999
Austin Powers: The Spy Who Shagged Me,-1999
Hitch,-2005
Grandma's Boy,-2006
Accidental Love,-2015
Frankenweenie,-2012
The Family,-2013
Last Action Hero,-1993
R.I.P.D.,-2013
Wish I Was Here,-2014
Being There,-1979
Meet the Spartans,-2008
What to Expect When You're Expecting,-2012
Teenage Mutant Ninja Turtles,-1990
RED 2,-2013
She's All That,-1999
Cop Out,-2010
The Way Way Back,-2013
Rio,-2011
Billy Elliot,-2000
She's Out of My League,-2010
Megamind,-2010
Yakuza Apocalypse,-2015
Nacho Libre,-2006
What Women Want,-2000
Identity Thief,-2013
The Artist,-2011
What We Did on Our Holiday,-2014
Penelope,-2006
Stepmom,-1998
Jay and Silent Bob Strike Back,-2001
The Brothers Grimm,-2005
Seeking a Friend for the End of the World,-2012
Ghostbusters II,-1989
A Bug's Life,-1998
When in Rome,-2010
The Hot Chick,-2002
Pleasantville,-1998
The Outfield,-2015
Evolution,-2001
Angels in the Outfield,-1994
Death Becomes Her,-1992
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,-2006
The Leisure Class,-2015
Comet,-2014
Night at the Museum: Battle of the Smithsonian,-2009
Home Sweet Hell,-2015
Shakespeare in Love,-1998
Smosh: The Movie,-2015
Kill Me Three Times,-2014
Rocky Horror Show Live,-2015
Kiss Kiss Bang Bang,-2005
Mr. Peabody & Sherman,-2014
Ed Wood,-1994
Liar Liar,-1997
Ride Along,-2014
10.0 Earthquake,-2014
Masterminds,-2004
The Watch,-2012
A Cinderella Story,-2004
Bachelor Party,-1984
Heartbreakers,-2001
Valentine's Day,-2010
Bicentennial Man,-1999
You've Got Mail,-1998
The Iron Giant,-1999
Casino Royale,-1967
Bedazzled,-2000
Big,-1988
Killers,-2010
Something Borrowed,-2011
Mother's Day,-2016
Mistress America,-2015
Tootsie,-1982
It's Kind of a Funny Story,-2010
My Big Fat Greek Wedding,-2002
The Ridiculous 6,-2015
Overboard,-1987
Toys,-1992
Charlie's Angels: Full Throttle,-2003
Caddyshack,-1980
Cry-Baby,-1990
The Double,-2013
Piranha 3D,-2010
True Lies,-1994
The 'Burbs,-1989
Rapture-Palooza,-2013
The To Do List,-2013
The Best Exotic Marigold Hotel,-2011
The Sisterhood of the Traveling Pants,-2005
Hell and Back,-2015
The Big Wedding,-2013
Stretch,-2014
23 Jump Street,-2016
Little Shop of Horrors,-1986
Rango,-2011
Bajrangi Bhaijaan,-2015
Behaving Badly,-2014
Adaptation.,-2002
Some Like It Hot,-1959
Hot Rod,-2007
The Switch,-2010
A Serious Man,-2009
Varsity Blues,-1999
The Witches,-1990
27 Dresses,-2008
Y Tu Mamá También,-2001
Staten Island Summer,-2015
Scary Movie 5,-2013
Get Smart,-2008
Shrek 2,-2004
Coneheads,-1993
Life as We Know It,-2010
Halloweentown High,-2004
Clerks,-1994
Spanglish,-2004
Robots,-2005
Cocktail,-1988
Austin Powers in Goldmember,-2002
Shaun the Sheep Movie,-2015
Zombeavers,-2014
Dear White People,-2014
Planet Terror,-2007
Year One,-2009
Liberal Arts,-2012
Kindergarten Cop,-1990
Suck Me Shakespeer,-2013
Homeward Bound: The Incredible Journey,-1993
Rush Hour,-1998
The Producers,-2005
The Haunted Mansion,-2003
Superbabies: Baby Geniuses 2,-2004
Working Girl,-1988
Dennis the Menace,-1993
Alvin and the Chipmunks,-2007
Suck Me Shakespeer 2,-2015
Wild at Heart,-1990
Flipped,-2010
Trollhunter,-2010
Chevalier,-2015
Bride Wars,-2009
Space Jam,-1996
Robin Hood,-1973
The Cat and the Canary,-1939
The Three Stooges,-2012
Cheaper by the Dozen,-2003
The Darjeeling Limited,-2007
The Skeleton Twins,-2014
Zathura: A Space Adventure,-2005
Bruce Lee-The Fighter,-2015
Four Rooms,-1995
Nanny McPhee,-2005
28 Days,-2000
Stuart Little,-1999
Mallrats,-1995
In Her Shoes,-2005
Fanboys,-2009
Yes Man,-2008
High School Musical 3: Senior Year,-2008
Home Alone 2: Lost in New York,-1992
The Lorax,-2012
The Sorcerer's Apprentice,-2010
Shrek the Third,-2007
This Is Spinal Tap,-1984
My Girl,-1991
Adventureland,-2009
Around the World in 80 Days,-2004
Safety Not Guaranteed,-2012
Babe,-1995
Little Nicky,-2000
Say Anything...,-1989
Troop Beverly Hills,-1989
The Men Who Stare at Goats,-2009
The Bucket List,-2007
The Rundown,-2003
Delivery Man,-2013
Iron Sky,-2012
Nebraska,-2013
Lazer Team,-2015
My Best Friend's Wedding,-1997
RV,-2006
Striptease,-1996
Cars 2,-2011
The Break-Up,-2006
Bloodsucking Bastards,-2015
The Muppets,-2011
Three Kings,-1999
Life After Beth,-2014
What Happens in Vegas,-2008
Splash,-1984
Best in Show,-2000
Van Wilder,-2002
Punch-Drunk Love,-2002
All Cheerleaders Die,-2013
Rio 2,-2014
The Rewrite,-2014
The Big Chill,-1983
Dom Hemingway,-2013
The Kids Are All Right,-2010
Mary and Max,-2009
My Man Godfrey,-1957
First Daughter,-2004
The Change-Up,-2011
Mystery Men,-1999
Galaxy Quest,-1999
Swingers,-1996
New Year's Eve,-2011
Next Friday,-2000
Marley & Me,-2008
Sabrina,-1954
Madagascar 3: Europe's Most Wanted,-2012
Aquamarine,-2006
Think Like a Man,-2012
Harold & Kumar Go to White Castle,-2004
Casanova,-2005
"Definitely, Maybe",-2008
The Librarian: Quest for the Spear,-2004
Epic Movie,-2007
Manson Family Vacation,-2015
Due Date,-2010
The Great Dictator,-1940
Carnage,-2011
Summer School,-1987
Cloudy with a Chance of Meatballs,-2009
Norbit,-2007
Ice Age: Dawn of the Dinosaurs,-2009
Waiting...,-2005
The Rum Diary,-2011
Sister Act,-1992
The Dukes of Hazzard,-2005
Goon,-2011
I Now Pronounce You Chuck & Larry,-2007
"I Love You, Man",-2009
Secondhand Lions,-2003
Welcome to Me,-2014
The AristoCats,-1970
The People Under the Stairs,-1991
The Pacifier,-2005
LOL,-2012
Cloudy with a Chance of Meatballs 2,-2013
The Mask of Zorro,-1998
Fever Pitch,-2005
Monsters vs. Aliens,-2009
Rushmore,-1998
Real Genius,-1985
Absolutely Fabulous: The Movie,-2016
Kung Fu Panda 2,-2011
Death at a Funeral,-2007
Wild Wild West,-1999
Disaster Movie,-2008
Ghost World,-2001
Scary Movie 4,-2006
Freaky Friday,-2003
Robin Hood: Men in Tights,-1993
Romancing the Stone,-1984
Bend It Like Beckham,-2002
Harold and Maude,-1971
Fred Claus,-2007
"Me, Myself & Irene",-2000
A Christmas Story,-1983
Take Me Home Tonight,-2011
Shocker,-1989
Ladrones,-2015
Knight and Day,-2010
Bachelor Night,-2014
Diary of a Wimpy Kid,-2010
A Long Way Down,-2014
Mr. Right,-2015
Life of Brian,-1979
Ice Age: Collision Course,-2016
Killer Klowns from Outer Space,-1988
Date Night,-2010
My Cousin Vinny,-1992
The Flintstones,-1994
Rush Hour 2,-2001
Sister Act 2: Back in the Habit,-1993
Bridal Wave,-2015
The One I Love,-2014
101 Dalmatians,-1961
Someone Like You...,-2001
Nick and Norah's Infinite Playlist,-2008
Snow Day,-2000
Shortbus,-2006
Dirty Grandpa,-2016
The Little Death,-2014
Dr. Seuss' The Cat in the Hat,-2003
Bee Movie,-2007
The Little Vampire,-2000
The Road to El Dorado,-2000
The Replacements,-2000
Paul Blart: Mall Cop,-2009
Frozen 2,-2017
Frances Ha,-2012
"To Wong Foo Thanks for Everything, Julie Newmar",-1995
All Creatures Big and Small,-2015
Bridget Jones: The Edge of Reason,-2004
The Back-up Plan,-2010
Meet the Robinsons,-2007
Kung Fu Hustle,-2004
Re-Animator,-1985
UNindian,-2015
Roman Holiday,-1953
Your Highness,-2011
Because I Said So,-2007
Gremlins 2: The New Batch,-1990
Grease 2,-1982
Super Mario Bros.,-1993
The Campaign,-2012
Are You Here,-2013
G.B.F.,-2013
Better Off Dead...,-1985
Shark Tale,-2004
How to Train Your Dragon 3,-2018
Get Him to the Greek,-2010
Saved!,-2004
Submarine,-2010
Return to Halloweentown,-2006
Soul Plane,-2004
Super Troopers 2,-2016
Mean Girls 2,-2011
Spy Kids 3-D: Game Over,-2003
The Odd Life of Timothy Green,-2012
What's Your Number?,-2011
Unexpected,-2015
Muppets Most Wanted,-2014
Buffy the Vampire Slayer,-1992
The Way,-2010
George of the Jungle,-1997
It's Complicated,-2009
Ella Enchanted,-2004
The Sweetest Thing,-2002
Jackass Presents: Bad Grandpa,-2013
The Invention of Lying,-2009
Stranger Than Fiction,-2006
You Again,-2010
Charlie Wilson's War,-2007
MASH,-1970
Piranha 3DD,-2012
Home Alone 3,-1997
Baby Driver,-2017
Teen Lust,-2014
Old Dogs,-2009
The Three Musketeers,-1993
Freddy's Dead: The Final Nightmare,-1991
Sausage Party,-2016
Sahara,-2005
Stick It,-2006
Small Soldiers,-1998
High School Musical 2,-2007
Moonstruck,-1987
The Flintstones in Viva Rock Vegas,-2000
40 Days and 40 Nights,-2002
7 Days in Hell,-2015
Adult Beginners,-2014
Rumor Has It...,-2005
Big Fat Liar,-2002
The Return of the Living Dead,-1985
Central Intelligence,-2016
Live Nude Girls,-2014
The Cable Guy,-1996
Bandits,-2001
Scooby-Doo 2: Monsters Unleashed,-2004
Bolt,-2008
Chasing Amy,-1997
The ABCs of Death,-2012
The Inbetweeners Movie,-2011
Adult World,-2013
Infinitely Polar Bear,-2014
Maid in Manhattan,-2002
The Rules of Attraction,-2002
Dead Alive,-1992
Cheaper by the Dozen 2,-2005
The Green Hornet,-2011
Mansfield Park,-1999
The Nice Guys,-2016
Steel Magnolias,-1989
Good Luck Chuck,-2007
Dan in Real Life,-2007
Joe Dirt,-2001
Smokey and the Bandit,-1977
Brüno,-2009
A Night at the Roxbury,-1998
10 Years,-2011
Roll Bounce,-2005
Cats & Dogs,-2001
30 Minutes or Less,-2011
Young Adult,-2011
Cashback,-2006
Much Ado About Nothing,-1993
Larry Crowne,-2011
Tank Girl,-1995
Lars and the Real Girl,-2007
Superfast!,-2015
Naomi and Ely's No Kiss List,-2015
Bachelorette,-2012
Tenacious D in The Pick of Destiny,-2006
Anger Management,-2003
Drive Angry,-2011
Wetlands,-2013
Charlie Countryman,-2013
"Planes, Trains & Automobiles",-1987
The Naked Gun: From the Files of Police Squad!,-1988
The Tunnel of Love,-1958
The Pink Panther,-1963
Losing Ground,-1982
Top Secret!,-1984
Maya the Bee Movie,-2014
Confessions of a Shopaholic,-2009
Ocean's 11,-1960
Failure to Launch,-2006
While You Were Sleeping,-1995
Van Wilder 2: The Rise of Taj,-2006
Stuck on You,-2003
Gravy,-2015
Deuce Bigalow: Male Gigolo,-1999
Monte Carlo,-2011
This Must Be the Place,-2011
Thank You for Smoking,-2005
Pee-wee's Big Adventure,-1985
Half Baked,-1998
The Kid,-2000
Ghost Town,-2008
Evan Almighty,-2007
Idle Hands,-1999
Morning Glory,-2010
The Heartbreak Kid,-1972
Like Mike,-2002
I Love You Phillip Morris,-2009
A Fish Called Wanda,-1988
The Stepford Wives,-2004
Shoot 'Em Up,-2007
Night of the Creeps,-1986
The Dilemma,-2011
Father of the Bride,-1991
8 Minutes Idle,-2012
Dirty Weekend,-2015
Bedknobs and Broomsticks,-1971
Raising Arizona,-1987
Fun with Dick and Jane,-2005
Get Over It,-2001
The Last Five Years,-2014
About Ray,-2015
10,-1979
Vegas Vacation,-1997
The American President,-1995
21 & Over,-2013
Away We Go,-2009
Ruby Sparks,-2012
Something's Gotta Give,-2003
Fletch,-1985
The Librarian: The Curse of the Judas Chalice,-2008
Pirate Radio,-2009
Planes,-2013
High Society,-1956
La Famille Bélier,-2014
Weekend at Bernie's,-1989
Jack and Jill,-2011
About Schmidt,-2002
PK,-2014
All About Steve,-2009
Be Cool,-2005
The Angriest Man in Brooklyn,-2014
Major League,-1989
I'm Still Here,-2010
Mr. Deeds,-2002
Dick Tracy,-1990
Animal Crackers,-2016
Sabrina,-1995
Think Like a Man Too,-2014
Terms of Endearment,-1983
Broken Flowers,-2005
Samba,-2014
La La Land,-2016
Butter,-2011
The Game Plan,-2007
Singh Is Bliing,-2015
The Incredible Burt Wonderstone,-2013
The Hottie & the Nottie,-2008
Broken Arrow,-1996
"Sex, Party and Lies",-2009
"Synecdoche, New York",-2008
Much Ado About Nothing,-2012
The Ladykillers,-2004
Letters to Juliet,-2010
Confessions of a Dangerous Mind,-2002
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,-1996
Fired Up!,-2009
Benny & Joon,-1993
Don Verdean,-2015
The Pirates! Band of Misfits,-2012
Beginners,-2010
Billy Lynn's Long Halftime Walk,-2016
Goodbye Mr. Loser,-2015
To Rome with Love,-2012
Littleman,-2006
Land of the Lost,-2009
Drive Me Crazy,-1999
"Yours, Mine & Ours",-2005
Gulliver's Travels,-2010
Starsky & Hutch,-2004
Funny People,-2009
Tales from the Darkside: The Movie,-1990
Rush Hour 4,-2016
City Lights,-1931
Miss Congeniality,-2000
Wild Hogs,-2007
John Dies at the End,-2012
Man on the Moon,-1999
The Lizzie McGuire Movie,-2003
Transamerica,-2005
South Park: Bigger Longer & Uncut,-1999
See You in Valhalla,-2015
The Witches of Eastwick,-1987
About Last Night,-2014
The Apartment,-1960
Charlotte's Web,-2006
La Dolce Vita,-1960
The Simpsons Movie,-2007
Loser,-2000
Mystic Pizza,-1988
Bedtime Stories,-2008
Short Circuit,-1986
Bad Santa,-2003
Crocodile Dundee,-1986
The Bronze,-2015
The Wedding Date,-2005
Rock Star,-2001
Beautiful Girls,-1996
The Sisterhood of the Traveling Pants 2,-2008
The Princess Diaries 2: Royal Engagement,-2004
Modern Times,-1936
In a World...,-2013
Shrek Forever After,-2010
Chalet Girl,-2011
Learning to Drive,-2014
Bernie,-2011
Romy and Michele's High School Reunion,-1997
The Smurfs,-2011
The Mexican,-2001
Norm of the North,-2016
Nine to Five,-1980
Turbo,-2013
St. Trinian's,-2007
The 100-Year-Old Man Who Climbed Out the Window and Disappeared,-2013
Spirit: Stallion of the Cimarron,-2002
Bratz,-2007
The Santa Clause,-1994
The Birdcage,-1996
Horton Hears a Who!,-2008
Dinner for Schmucks,-2010
Did You Hear About the Morgans?,-2009
Chasing Liberty,-2004
Prom,-2011
Rubber,-2010
Monster-in-Law,-2005
